id,timestamp,pais,ciudad,canal,plataforma,medio_contacto,comentario,categoria,severidad,sentimiento
4ac60e95-453b-43fb-a26d-334f909c4a19,2024-08-20T17:37:08,AR,Barranquilla,email,desktop,email,El servicio al cliente no responden rápido. El agente Carlos tomó el caso.,servicio_cliente,media,-1.0
4e7ee66b-c0d6-49cd-a434-73b110156816,2024-08-20T23:38:08,MX,Cali,whatsapp,ios,telefono,El laptop la competencia lo tiene más barat;o el descuento era de 15% según la página.,precios,media,-0.4
679c277a-610e-4184-ae2c-b8cd54d53db8,2024-08-21T02:52:08,AR,Cali,whatsapp,android,whatsapp,El audífonos el precio subió de repente; el descuento era de 30% según la página.,precios,media,-0.7
6d146a49-31ef-4189-93de-22b0056b29e2,2024-08-21T05:06:08,PE,Medellín,web,mobile_web,whatsapp,En la web/app no recibí elc orreo de confirmación al comprar un smartwatch. Intenté varias veces y nada.,ecommerce,media,-0.5
ed513483-829b-4cb1-8293-3c6ab5e9a467,2024-08-21T15:12:08,ES,Cali,redes,desktop,redes,En la web/app el cupón no funcionó al comprar un teléfono. Intenté varias veces y nada.,ecommerce,media,-1.0
93578248-5172-46f3-995b-757c725aeb41,2024-08-21T16:30:08,UY,Buenos Aires,redes,ios,email,El monitor no respetaron el precio de oferta; el descuento era de 50% según la página.,precios,media,-1.0
7e4e974a-2b76-415b-9212-1efc75b439e5,2024-08-21T20:26:08,PE,Cali,telefono,ios,whatsapp,En la web/app el seguimiento no se actualiza al comprar un audífonos. Intenté varias veces y nada.,ecommerce,critica,-1.0
2d705fc7-3abb-435b-8ed7-8b79a66731d7,2024-08-22T00:35:08,CO,Barcelona,web,ios,whatsapp,El servicio al cliente no responden rápido. El agente Luisa tomó el caso.,servicio_cliente,alta,-0.6
43432bbb-aa2c-4216-9e71-9fff0d22f1c0,2024-08-22T07:52:08,PE,Montevideo,email,desktop,email,El pedido de laptop vino a otra dirección con Estafeta en Cali.,logistica,alta,-1.0
ff028fa9-df00-4fc1-bc51-5e7daefbd19a,2024-08-22T08:40:08,MX,Madrid,whatsapp,desktop,chat,El pedido de audífonos vino a otra dirección con UPS en CDMX.,logistica,alta,-1.0
d077c25d-67d9-4071-949d-487f8d982d20,2024-08-22T09:30:08,CL,Buenos Aires,redes,android,redes,El mochila la competencia lo tiene más barato; el descuento era de 5% según la página.,precios,media,-0.7
c395624d-49a4-4948-b04f-aec2ea4feacd,2024-08-22T09:43:08,CL,Quito,redes,desktop,redes,El pedido de libro no llegó en la franja de tarde con Servientrega en Lima.,logistica,media,-1.0
55b83085-d5ec-4170-88a0-0c4f7bc2390d,2024-08-22T13:50:08,EC,Quito,web,android,telefono,El mochila el precio subió de repente; el descuento era de 50% según la página.,precios,baja,-0.4
e74b4786-5d89-4c13-b2c4-8c1eacadd67f,2024-08-22T16:21:08,CO,Barcelona,whatsapp,mobile_web,email,El servicio al cliente me resolvieron en la primera llamada. El agente Ana tomó el caso.,servicio_cliente,baja,0.4
17e5af5c-ef2c-44c8-b734-895ec20c23a1,2024-08-22T18:28:08,EC,Cali,email,ios,telefono,El pedido de mochila llegó dañado con DHL en Santiago.,logistica,media,-1.0
74a5c7de-09ec-43dc-ae2e-fb6ce3a88641,2024-08-22T18:46:08,AR,Barcelona,email,mobile_web,email,El pedido de monitor no llegó en la franja de noche con Andreani en Santiago.,logistica,alta,-1.0
5b07b3ea-919c-4ce8-aef3-27ec6e32d7bf,2024-08-22T21:25:08,MX,Medellín,redes,desktop,whatsapp,El pedido de cafetera no llegó en la franja de noche con Servientrega en Barcelona.,logistica,critica,-0.5
aa1bae9e-1abe-4a8e-bf8a-33cc09791bc6,2024-08-23T05:16:08,ES,Medellín,web,mobile_web,telefono,El cafetera los gastos de envío son muy altos; el descuento era de 10% según la página.,precios,media,-1.0
214f7225-3acc-4f48-b9d7-c1bdc5a560a9,2024-08-23T14:45:08,PE,Buenos Aires,telefono,desktop,whatsapp,En la web/app la app se queda congelada al comprar un audífonos. Intenté varias veces y nada.,ecommerce,alta,-1.0
ae77268a-8b6f-46ec-8121-ad1e3e66d576,2024-08-23T16:30:08,CO,Montevideo,web,ios,redes,El pedido de monitor llegó con retraso de 2 días con Estafeta en Cali.,logistica,alta,-0.5
c7024076-64f5-4ffd-a238-12a9c62b008e,2024-08-23T16:49:08,MX,Madrid,redes,mobile_web,redes,El zapatillas mostraba un precio y cobró otro; el descuento era de 5% según la página.,precios,media,-1.0
c82ca3f1-969d-4199-84f6-dca6cd1cc9a8,2024-08-23T21:13:08,ES,Barranquilla,web,ios,whatsapp,En la web/app no recibí el correo de confirmación al comprar un laptop. Intenté varias veces y nada.,ecommerce,media,-1.0
55a137e5-d1e2-4d2c-8091-1e31e8f490f2,2024-08-23T21:32:08,MX,Lima,email,android,telefono,El servicio al cliente tardan más de 12 minutos en contestar. El agente Sofía tomó el caso.,servicio_cliente,media,-0.3
b66d75f2-7f86-4d9a-be59-4e69e4455e91,2024-08-23T22:55:08,PE,Bogotá,app,ios,redes,El servicio al cliente me atendieron de forma muy amable. El agente Ana tomó el caso.,servicio_cliente,baja,0.4
f555e533-d392-4202-a359-e31db6cae800,2024-08-24T00:40:08,AR,Madrid,whatsapp,mobile_web,telefono,En al web/app no recibí el correo de confirmación al comprar un smartwatch. Intenté varias veces y nada.,ecommerce,media,-1.0
40374ae7-441d-4602-9af2-34a861794906,2024-08-24T01:46:08,AR,CDMX,redes,mobile_web,redes,El pedido de cafetera se perdió en el transporte con Estafeta en Medellín.,logistica,media,-1.0
4b20527b-0650-467d-b59f-6fad4da6557f,2024-08-24T04:18:08,AR,Montevideo,whatsapp,ios,telefono,En la web/app el seguimiento no se actualiza al comprar un tablet. Intenté varias veces y nada.,ecommerce,baja,-0.2
6a0bcdd3-df93-4c39-bb41-73f00f5eaf0f,2024-08-24T05:35:08,MX,Barcelona,telefono,ios,email,El pedido de cámara la caja llegó mojada con 99minutos en Barcelona.,logistica,media,-1.0
70f59733-f991-4662-8d6f-719e2890087b,2024-08-24T06:55:08,UY,Cali,redes,ios,email,El servicio al cliente prometieron devolver la llamada y no lo hicieron. El agente María tomó el caso.,servicio_cliente,media,-0.3
54b509d0-f2f4-4cc6-b09a-322e49c747cb,2024-08-24T06:57:08,AR,Montevideo,telefono,desktop,redes,El servicio al cliente me atendieron de forma muy amable. El agente Carlos tomó el caso.,servicio_cliente,baja,0.8
74b770f4-4586-4f8d-b4f9-df74b8c37a36,2024-08-24T14:16:08,CO,Barcelona,app,android,telefono,El pedido de smartwatch vino incompleto con FedEx en Montevideo.,logistica,media,-1.0
5ec5eac6-efeb-4147-b50d-3665a1e6e87c,2024-08-24T15:30:08,PE,Lima,whatsapp,android,redes,El tablet el descuento no se aplicó; el descuento era de 40% según la página.,precios,alta,-1.0
ef7879fc-6987-479b-8821-d1cd9f0f861f,2024-08-24T17:48:08,MX,Medellín,telefono,desktop,redes,El servicio al cliente me pasaron de un agente a otro. El agente Sofía tomó el caso.,servicio_cliente,baja,-0.6
ab5bdd48-226f-4074-bb50-34314a8027b0,2024-08-25T06:39:08,ES,Buenos Aires,email,mobile_web,redes,En la web/app la página se cayó al pagar al comprar un teléfono. Intenté varias veces y nada.,ecommerce,media,-1.0
603fc7e6-7cc1-442c-b179-2973705b45f4,2024-08-25T11:22:08,EC,Medellín,app,desktop,whatsapp,El televisor el descuento no se aplicó; el descuento era de 12% según la página.,precios,baja,-1.0
f2d750f2-35fc-42ab-8276-29cc641a4d35,2024-08-25T12:28:08,EC,Quito,app,desktop,whatsapp,El tablet el precio cambió en el checkout; el descuento era de 10% según la página.,precios,baja,-0.4
0bf95763-221f-43b4-946c-ca57e3fdae8d,2024-08-25T13:03:08,AR,Lima,telefono,ios,telefono,En la web/app la página se cayó al pagar al comprar un impresora. Intenté varias veces y nada.,ecommerce,alta,-1.0
9aa75f9b-1fff-412b-af66-ed55392a3a5a,2024-08-25T13:34:08,EC,Buenos Aires,redes,desktop,chat,En la web/app no pude completar el checkout al comprar un mochila. Intenté varias veces y nada.,ecommerce,media,-1.0
7850a5ed-f80e-459e-88e7-47687900045c,2024-08-26T04:18:08,AR,Bogotá,web,desktop,chat,El pedido de cámara llegó dañado con Servientrega en Medellín.,logistica,baja,-1.0
e85a343e-47f1-4c69-83a6-cb63b096c1d0,2024-08-26T07:37:08,CO,Bogotá,telefono,desktop,whatsapp,El pedido de tablet vino a otra dirección con FedEx en Barcelona.,logistica,media,-1.0
da63e10a-4bb6-4706-b3d1-118e70e0317b,2024-08-26T07:41:08,PE,Madrid,web,android,chat,En la web/app el seguimiento no se actualiza al comprar un impresora. Intenté varias veces y nada.,ecommerce,baja,-0.2
24e9642a-3606-4d08-b517-05532c786fb6,2024-08-26T15:08:08,PE,Lima,telefono,mobile_web,redes,El servicio al cliente no responden rápido. El agente Ana tomó el caso.,servicio_cliente,media,-0.3
917023ce-6c77-4eda-b33b-02a9d0f7618e,2024-08-26T16:32:08,ES,Barcelona,whatsapp,mobile_web,telefono,El tablet los gastos de envío son muy altos; el descuento era de 5% según la página.,precios,media,-1.0
31c624b9-4867-4296-86a3-17422465b6fb,2024-08-26T17:02:08,AR,CDMX,web,android,telefono,En la web/app no recibí el correo de confirmación al comprar un audífonos. Intenté varias veces y nada.,ecommerce,media,-1.0
92c049e8-9bf3-407e-ac23-243426385bc5,2024-08-26T18:43:08,UY,Bogotá,whatsapp,desktop,email,El monitor los gastos de envío son muy altos; el descuento era de 12% según la página.,precios,alta,-0.4
16e1e813-82dc-4943-b8e2-1ee02b761328,2024-08-26T19:21:08,CL,Lima,redes,desktop,chat,En la web/app el seguimiento no se actualiza al comprar un tablet. Intenté varias veces y nada.,ecommerce,media,-0.5
acc14cc3-bca1-47bc-af3b-2c72c2c926a0,2024-08-28T02:12:08,EC,CDMX,email,ios,chat,El cafetera los gastos de envío son muy altos; el descuentoe ra de 12% según la página.,precios,alta,-1.0
80ac2447-6043-4df2-b697-8a7f3c047792,2024-08-28T05:17:08,PE,CDMX,whatsapp,ios,whatsapp,El servicio al cliente me resolvieron en la primera llamada. El agente María tomó el caso.,servicio_cliente,baja,0.6
7249ef28-3940-4bbb-a0f8-34fc69ca64d1,2024-08-28T11:41:08,CL,Lima,app,desktop,email,El teléfono el descuento no se aplicó; el descuento era de 50% según la página.,precios,media,-0.4
a1659dbe-856f-4a14-aaf3-67917eabbb90,2024-08-28T21:07:08,CO,Santiago,redes,desktop,whatsapp,El libro la competencia lo tiene más barato; el descuento era de 50% según la página.,precios,alta,-0.7
e0a4731e-2e6f-42f9-b16a-43f6a395dc93,2024-08-28T22:55:08,AR,Madrid,email,mobile_web,redes,El cafetera mostraba un precio y cobró otro; el descuento era de 30% según la página.,precios,media,-1.0
f48e5891-f0eb-4b45-a5a9-a84aa34e2925,2024-08-29T04:20:08,ES,CDMX,web,ios,whatsapp,El servicio al cliente no entendieron mi prbolema. El agente Andrés tomó el caso.,servicio_cliente,media,-0.3
212b5155-fd6d-41c8-9b36-3696d88a25a2,2024-08-29T06:20:08,ES,Barranquilla,email,mobile_web,email,El servicio al cliente cerraron el chat sin solución. El agente Pedro tomó el caso.,servicio_cliente,baja,-0.6
90cdbacb-8987-43ac-9df8-af6945280f68,2024-08-29T18:43:08,ES,Barranquilla,redes,ios,telefono,El servicio al cliente me atendieron de forma muy amable. El agente Sofía tomó el caso.,servicio_cliente,baja,0.6
7de50e6c-5f77-4993-81ff-ddec6efb2aeb,2024-08-30T00:07:08,ES,Santiago,redes,android,chat,El smartwatch el descuento no se aplicó; el descuento era de 15% según la página.,precios,alta,-0.7
c2e3dcde-1e8d-4da9-a537-77ee5f4439ba,2024-08-30T00:21:08,CL,Bogotá,web,android,whatsapp,El servicio al cliente cerraron el chat sin solución. El agente Andrés tomó el caso.,servicio_cliente,media,-1.0
f2fa0de9-a7f8-4025-91cb-e444e64c85dd,2024-08-30T00:53:08,AR,Buenos Aires,app,mobile_web,chat,En la web/app el carrito se vació solo al comprar un tablet. Intenté varias veces y nada.,ecommerce,baja,-1.0
0a02d7cb-f0dc-495e-882c-b2bb650e69af,2024-08-30T07:11:08,CO,Bogotá,redes,android,chat,El servicio al cliente me resolvieron en la primera llamada. El agente Juan tomó el caso.,servicio_cliente,baja,0.4
fdad577c-0bfb-4fa5-82da-0bc2cadfb7de,2024-08-30T07:29:08,AR,Montevideo,redes,desktop,redes,El servicio al cliente me atendieron de forma muy amable. El agente Luisa tomó el caso.,servicio_cliente,baja,0.4
5689c504-887b-4134-8c13-ec0787ddb378,2024-08-30T14:13:08,CO,Barranquilla,email,ios,telefono,En la web/app no pued completar el checkout al comprar un televisor. Intenté varias veces y nada.,ecommerce,alta,-0.2
263ffa62-85f3-46ff-83f1-7987c118e09e,2024-08-30T22:56:08,AR,Santiago,telefono,desktop,redes,En la web/app el seguimiento no se actualiza al comprar un teléfono. Intenté varias veces y nada.,ecommerce,baja,-1.0
8aca350a-934c-4132-9f34-729f50defb35,2024-08-31T03:01:08,AR,Quito,redes,mobile_web,email,El pedido de cafetera llegó con retraso de 6 días con Deprisa en Barranquilla.,logistica,media,-1.0
40c10545-ccec-4256-8099-c9dcfcd77afb,2024-08-31T03:56:08,EC,Montevideo,telefono,desktop,telefono,El servicio al cliente prometieron devolver la llamada y no lo hicieron. El agente María tomó el caso.,servicio_cliente,media,-0.6
e69a5952-f212-4b86-8d38-243b69799fef,2024-08-31T10:01:08,EC,CDMX,app,android,whatsapp,En la web/app no acepta mi tarjeta al comprar un impresora. Intenté varias veces y nada.,ecommerce,alta,-0.5
59df8111-4040-4584-a324-b31d1a960b35,2024-08-31T11:10:08,AR,Barcelona,app,android,redes,En la web/app no recibí el correo de confirmación al comprar un laptop. Intenté varias veces y nada.,ecommerce,media,-1.0
9e4059e6-b67e-462b-a54f-5f06acadf6a6,2024-08-31T13:55:08,PE,Lima,redes,mobile_web,whatsapp,El cámara el precio subió de repente; el descuento era de 15% según la página.,precios,alta,-0.7
77f3618d-aab3-4741-a12e-d35946a21b70,2024-08-31T18:15:08,PE,Santiago,redes,desktop,redes,En la web/app el carrito se vació solo al comprar un cafetera. Intenté varias veces y nada.,ecommerce,baja,-1.0
f3f79c3c-eb10-41a7-92c0-8239eac0cae0,2024-08-31T18:18:08,ES,Medellín,app,desktop,telefono,El pedido de monitor no llegó en la franja de noche con 99minutos en Bogotá.,logistica,baja,-1.0
26928dbf-f43f-4d8d-90d7-9efa37a7416a,2024-08-31T19:54:08,UY,Bogotá,whatsapp,desktop,email,En la web/app el carrito se vació solo al comprar un cafetera. Intenté varias veces y nada.,ecommerce,critica,-1.0
070d7eed-4b8c-4201-8837-8fe085577050,2024-08-31T22:31:08,PE,Montevideo,redes,android,chat,El pedido de cámara no llegó en la franja de noche con Deprisa en Buenos Aires.,logistica,media,-1.0
f2b2a51d-b506-457d-8ccd-41b4337e7176,2024-08-31T22:42:08,MX,Montevideo,redes,android,redes,El pedido de cámara la caja llegó mojada con Servientrega en Madrid.,logistica,media,-1.0
b2cb4cda-4e0c-47f3-b8b7-18e738690d92,2024-09-01T01:54:08,ES,CDMX,telefono,android,redes,El pedido de teléfono el repartidor no llamó al llegar con Estafeta en Quito.,logistica,critica,-1.0
325fbd07-5df1-44fe-91b5-a9df9108eb52,2024-09-01T02:36:08,MX,Medellín,whatsapp,ios,chat,El zapatillas el precio no incluye impuestos; el descuento era de 12% según la página.,precios,alta,-0.4
8ce7287e-7676-4379-a250-fed074f168b1,2024-09-01T03:58:08,PE,Lima,app,mobile_web,email,El cafetera el precio no incluye impuestos; el descuento era de 25% según la página.,precios,alta,-0.7
e8f81732-1833-4be9-803e-f95bf06caede,2024-09-01T04:54:08,PE,CDMX,web,desktop,whatsapp,En la web/app no pude completar el checkout al comprar un cafetera. Intenté varias veces y nada.,ecommerce,baja,-1.0
212b4d61-3bfb-442d-a5d5-f11af4675eab,2024-09-01T05:56:08,EC,CDMX,web,android,email,En la web/app la página se cayó al pagar al comprar un monitor. Intenté varias veces y nada.,ecommerce,baja,-1.0
56a88a70-cd37-44fc-b6e9-bd857207fff5,2024-09-01T16:14:08,ES,Madrid,email,mobile_web,redes,El servicio al cliente me pasaron de un agente a otro. El agente Juan tomó el caso.,servicio_cliente,media,-0.6
1881f051-ae3b-4e63-9589-35e8fb5bdc40,2024-09-01T16:36:08,MX,Barranquilla,telefono,android,chat,El servicio al cliente prometieron devolver la llamada y no lo hicieron. El agente Luisa tomó el caso.,servicio_cliente,media,-0.3
92c1ae27-66ff-4be6-b733-686e9b670af6,2024-09-01T21:57:08,EC,Montevideo,app,android,redes,El servicio al cliente no responden rápido. El agente Luisa tomó el caso.,servicio_cliente,baja,-0.6
4a759259-b98f-483b-9977-6ad25d8891e4,2024-09-02T00:39:08,CL,Buenos Aires,email,ios,redes,En la web/app no acepta mi tarjeta al comprar un libro. Intenté vairas veces y nada.,ecommerce,media,-1.0
fca5a1be-092c-4096-a3ef-69d7fca33cf1,2024-09-02T01:13:08,ES,Buenos Aires,email,android,telefono,El teléfono el precio no incluye impuestos; el descuento era de 50% según al página.,precios,media,-0.7
c220aeca-b92c-40b2-980a-ee8232c30560,2024-09-02T11:49:08,PE,Barcelona,web,desktop,chat,En la web/app el carrito se vació solo al comprar un televisor. Intenté varias veces y nada.,ecommerce,alta,-1.0
50e6475b-1648-45a9-b2c7-4ba5156ff622,2024-09-02T12:15:08,EC,Barranquilla,whatsapp,ios,whatsapp,En la web/app no pude completar el checkout al comprar un zapatillas. Intenté varias veces y nada.,ecommerce,media,-1.0
56cb3e63-0117-43e2-b320-b51bea3ebec9,2024-09-02T23:33:08,AR,Barranquilla,email,desktop,whatsapp,El servicio al cliente no responden rápido. El agente Luisa tomó el caso.,servicio_cliente,baja,-1.0
13ea2f17-7b39-41bc-a73b-be57641bc6d8,2024-09-02T23:49:08,MX,Cali,redes,desktop,whatsapp,El servicio al cliente me resolvieron en l aprimera llamada. El agente Carlos tomó el caso.,servicio_cliente,baja,0.4
ac9c006f-14e3-4858-9b04-e6d2957ac8da,2024-09-03T06:39:08,CO,Medellín,whatsapp,desktop,email,El servicio alc liente me atendieron de forma muy amable. El agente Pedro tomó el caso.,servicio_cliente,baja,0.6
556bfaaa-fea8-469a-b7c5-e55f0c697904,2024-09-03T08:37:08,CO,Barranquilla,email,android,chat,El monitor el precio subió de repente; el descuento era de 5% según la página.,precios,alta,-0.7
70953c3c-aa82-4e7a-9aca-a55a5214cb64,2024-09-03T09:42:08,CL,Madrid,web,mobile_web,whatsapp,En la web/app no acepta mi tarjeta al comprar un mochila. Intenté varias veces y nada.,ecommerce,media,-1.0
b774f61f-0b64-4ce9-aaa7-3006ba567f0f,2024-09-03T11:31:08,UY,CDMX,whatsapp,desktop,redes,El pedido de zapatillas la caja llegó mojada con UPS en Buenos Aires.,logistica,baja,-0.5
c05d7eba-c058-4ed7-9e4a-3f5eaf5c196e,2024-09-03T16:59:08,UY,Barcelona,whatsapp,desktop,chat,El impresora el descuento no se aplicó; el descuento era de 12% según la página.,precios,alta,-1.0
bef76487-653c-4f16-94ae-ce30685805ce,2024-09-04T01:07:08,UY,Madrid,email,mobile_web,telefono,El pedido de tablet vino incompleto con Andreani en Madrid.,logistica,baja,-0.5
a8964490-3bf2-4b22-89ba-4b1d7ec74208,2024-09-04T01:32:08,UY,CDMX,redes,mobile_web,whatsapp,El servicio al cliente me pasaron de un agente a otro. El agente Ana tomó el caso.,servicio_cliente,baja,-0.6
86411685-1dad-4eaa-aafe-b668f91b6044,2024-09-04T02:19:08,ES,Santiago,web,mobile_web,whatsapp,El pedido de teléfono llegó dañado con Estafeta en Cali.,logistica,media,-1.0
45e700c7-2771-433f-a7c1-4f654af4098f,2024-09-04T08:41:08,UY,Lima,app,android,redes,En la web/app la página se cayó al pagar al comprar un laptop. Intenté varias veces y nada.,ecommerce,critica,-0.2
f4cc572d-ab6d-4627-8e97-ca4f7ad71fcb,2024-09-04T10:47:08,EC,CDMX,telefono,mobile_web,chat,En la web/app la app se queda congelada al comprar un tablet. Intenté varias veces y nada.,ecommerce,media,-1.0
9d10192e-cbef-495d-9989-7ebb82c7ccfc,2024-09-04T13:31:08,UY,Medellín,whatsapp,ios,redes,El audífonos no respetaron el precio de oferta; el descuento era de 5% según la página.,precios,media,-1.0
e9a40392-212d-4971-bdaa-676aa46e98d8,2024-09-04T13:53:08,ES,CDMX,web,mobile_web,telefono,En la web/app no recibí el correo de confirmación al comprar un laptop. Intenté varias veces y nada.,ecommerce,baja,-1.0
dcf94be2-e0b0-4273-af47-cc09e5ab827e,2024-09-04T17:03:08,PE,Lima,whatsapp,android,chat,El servicio al cliente prometieron devolver la llamada y no lo hicieron. El agente Juan tomó el caso.,servicio_cliente,alta,-0.6
5de2cb8e-7aa5-4128-9808-845835f0caf4,2024-09-04T21:10:08,EC,Madrid,telefono,mobile_web,telefono,En la web/app no recibí el correo de confirmación al comprar un televisor. Intenté varias veces y nada.,ecommerce,alta,-0.5
14532ad1-097c-4c96-9129-f158a1a950db,2024-09-05T10:07:08,ES,Quito,email,android,whatsapp,El zapatillas los gastos de envío son mu yaltos; el descuento era de 25% según la página.,precios,media,-0.4
8bfbf7a4-279f-4675-8d35-dfa2a4dd0ab3,2024-09-05T15:39:08,MX,Lima,telefono,mobile_web,redes,En la web/app el seguimiento no se actualiza al comprar un libro. Intenté varias veces y nada.,ecommerce,media,-1.0
2bcfe548-12fc-4315-9e7b-9cd87253dea8,2024-09-05T16:01:08,UY,Bogotá,email,mobile_web,email,El pedido de mochila se perdió en el transporte con Estafeta en Cali.,logistica,alta,-1.0
aa52ae06-da28-4414-94a4-68e7836dc402,2024-09-05T19:29:08,CO,Santiago,web,android,redes,El servicio al cliente no entendieron mi problema. El agente Ana tomó el caso.,servicio_cliente,media,-1.0
0724619f-252e-47a3-bca0-d3425a0afa63,2024-09-05T22:29:08,ES,Cali,redes,android,telefono,El pedido de cafetera llegó dañado con UPS en Quito.,logistica,critica,-0.5
8cae6955-628b-475d-aa4a-32ab358b6465,2024-09-05T23:05:08,ES,Barranquilla,web,desktop,telefono,El cámara el precio cambió en el checkout; el descuento era de 15% según la página.,precios,media,-1.0
07f4d452-d274-4c77-b6a9-c8852ead4168,2024-09-06T04:56:08,UY,Barranquilla,web,android,whatsapp,El pedido de cafetera se perdió en el transporte con UPS en Barcelona.,logistica,media,-1.0
dfe31f8f-e427-463d-9589-78a7cb7b5339,2024-09-06T07:01:08,MX,Madrid,whatsapp,mobile_web,telefono,El pedido de laptop se perdió en el transporte con UPS en Bogotá.,logistica,media,-1.0
a8e140c3-4a56-4340-86eb-7c6ea4ff7288,2024-09-06T08:37:08,CO,Barranquilla,web,ios,chat,En la web/app el seguimiento no se actualiza al comprar un impresora. Intenté varias veces y nada.,ecommerce,media,-1.0
5f3a50b1-b5fa-431c-8cf6-b7a085dcf19e,2024-09-06T12:06:08,CO,Quito,web,mobile_web,chat,El cámara el descuento no se aplicó; el descuento era de 25% según la página.,precios,alta,-1.0
b951dcf8-9401-427d-ab4a-2822d7e47ce8,2024-09-06T16:48:08,UY,Buenos Aires,app,desktop,email,El servicio al cliente tardan más de 12 minutos en contestar. El agente Carlos tomó el caso.,servicio_cliente,media,-0.6
99b7885e-b2b8-4e38-97e4-ae50a2c39a65,2024-09-06T22:31:08,MX,Cali,app,ios,email,En la web/app la app se queda congelada al comprar un cafetera. Intenté varias veces y nada.,ecommerce,media,-1.0
b3e1a906-abdb-4856-a09b-675825481a27,2024-09-07T01:58:08,UY,Buenos Aires,app,mobile_web,chat,El servicio al cliente prometieron devolver la llamada y no lo hicieron. El agente Carlos tomó el caso.,servicio_cliente,baja,-0.6
dde62393-9495-4c63-b58a-f0a38b887725,2024-09-07T04:00:08,MX,Barcelona,web,desktop,redes,El servicio al cliente no responden rápido. El agente Ana tomó el caso.,servicio_cliente,alta,-0.6
5a21cb90-489d-4dd0-89e3-5a004a35d7af,2024-09-07T04:16:08,UY,Montevideo,app,desktop,redes,El servicio al cliente me resolvieron en la primera llamada. El agente María tomó el caso.,servicio_cliente,baja,0.8
